***small example from ESPaDOnS LibreEsprit format
  47824 5
  486.9927  9.2635e-01  9.4690e-04  1.1818e-03  1.1247e-03  1.5257e-03
  486.9959  9.2436e-01  2.0089e-03 -7.0425e-04  1.4007e-03  1.5198e-03
  486.9991  9.2251e-01  7.4880e-04  3.5249e-04 -8.4988e-04  1.4679e-03
  487.0023  9.2481e-01  2.0992e-04  6.5481e-05  7.1324e-04  1.5165e-03
  487.0056  9.2372e-01 -9.0555e-04  3.4751e-04  3.0003e-04  1.5202e-03
  487.0089  9.2576e-01 -4.7117e-04  4.3742e-04 -2.7813e-04  1.4737e-03
  487.0120  9.2739e-01  2.8011e-04 -2.0497e-03 -1.6174e-03  1.5075e-03
  487.0152  9.2194e-01  6.0938e-05  1.0168e-03 -2.2527e-03  1.5178e-03
  487.0184  9.1249e-01 -1.0786e-03  2.0039e-03  2.9241e-04  1.4708e-03
  487.0216  8.8076e-01 -2.2273e-03  1.5111e-03 -2.9327e-04  1.4492e-03
  487.0248  8.1985e-01  1.5254e-03 -1.6414e-03 -2.1623e-03  1.4327e-03
  487.0281  7.2126e-01  1.1031e-03 -1.8354e-03 -1.7638e-03  1.3361e-03
  487.0313  6.2875e-01  1.6589e-03  1.0028e-03 -4.0701e-04  1.2256e-03
  487.0345  5.3292e-01 -1.4376e-03 -2.2822e-04 -1.1467e-03  1.1695e-03
  487.0378  4.3648e-01  5.2520e-04  1.4570e-03 -3.0600e-03  1.0787e-03
  487.0409  4.4939e-01 -1.3475e-04  1.6807e-03  8.3126e-04  1.0460e-03
  487.0441  5.8735e-01 -1.7207e-03 -2.4066e-04  2.5503e-03  1.2119e-03
  487.0473  7.5018e-01 -3.1951e-04  7.7071e-04  1.6857e-05  1.3534e-03
  487.0506  8.4881e-01 -1.2846e-03  4.0632e-03 -2.7288e-04  1.4010e-03
  487.0538  8.8522e-01 -1.4549e-03 -2.9252e-03  3.1595e-03  1.4620e-03
  487.0570  8.9425e-01  1.2065e-03  1.1398e-03 -2.0384e-04  1.4834e-03
  487.0602  8.8313e-01 -1.3525e-04 -2.2693e-04 -3.1673e-03  1.4425e-03
  487.0634  8.7790e-01 -1.8963e-03  7.1865e-04  6.0098e-04  1.4373e-03
  487.0667  8.7432e-01  2.6446e-03  1.4986e-03 -4.6244e-04  1.4707e-03
  487.0698  8.6392e-01 -1.3316e-03  1.5528e-03  1.9061e-03  1.4394e-03
  487.0730  8.6670e-01  1.0101e-03 -2.6545e-04 -4.1223e-04  1.4109e-03
  487.0763  8.7020e-01  4.0507e-05 -2.4927e-04  1.6061e-04  1.4640e-03
  487.0795  8.6969e-01  1.0088e-03  1.1277e-03 -4.4790e-04  1.4497e-03
  487.0827  8.6750e-01 -1.2989e-03  5.1914e-04  6.9072e-04  1.4091e-03
  487.0859  8.6208e-01 -2.7971e-03  5.5577e-04  1.7010e-03  1.4446e-03
  487.0891  8.5041e-01 -5.5837e-05 -8.0023e-04 -1.8133e-04  1.4444e-03
  487.0923  8.3153e-01 -5.3741e-04 -7.4538e-04  6.9152e-04  1.3799e-03
  487.0956  7.8903e-01 -1.3777e-04 -4.4063e-04  3.3673e-04  1.3726e-03
  487.0987  6.9789e-01 -4.7770e-04  8.0423e-04  9.2842e-04  1.3073e-03
  487.1019  5.4344e-01  8.7708e-04  5.8204e-04  6.5734e-04  1.1458e-03
  487.1051  3.9283e-01  3.8965e-04 -9.0827e-04  3.4735e-04  9.8173e-04
  487.1084  3.4989e-01  9.1602e-04 -1.1850e-03  8.1492e-04  9.7518e-04
  487.1116  4.3049e-01  2.6572e-03 -1.3429e-04 -4.7380e-04  1.0257e-03
  487.1148  5.5278e-01  1.7344e-03  3.7750e-04  1.1526e-04  1.1339e-03
  487.1180  6.3374e-01 -5.4621e-04 -6.7557e-04 -2.3628e-03  1.2474e-03
  487.1212  6.6400e-01 -9.7098e-05 -6.1233e-04 -4.3491e-04  1.2693e-03
  487.1245  6.6302e-01  7.2398e-04 -6.9553e-04  2.0293e-03  1.2292e-03
  487.1276  6.3522e-01  4.0891e-06 -1.5793e-03  2.1809e-04  1.2441e-03
  487.1308  5.9993e-01 -1.1027e-03  8.6023e-05 -7.2739e-04  1.2185e-03
  487.1340  5.5829e-01 -1.5107e-03  1.7565e-04 -7.8148e-04  1.1390e-03
  487.1372  5.1662e-01 -8.7697e-05  6.3807e-04  1.2685e-03  1.1227e-03
  487.1404  4.7364e-01  3.7464e-04  1.8685e-03 -8.3791e-04  1.0899e-03
  487.1436  4.1811e-01 -5.3231e-04 -5.5792e-04  5.4770e-04  1.0086e-03
  487.1469  3.5798e-01  8.0785e-05  4.4962e-04  1.2388e-03  9.3653e-04
  487.1501  2.8631e-01  3.6860e-04  6.1600e-04  3.2674e-04  8.7450e-04
  487.1534  2.1154e-01  2.1576e-04  2.4367e-04  2.3235e-03  7.6415e-04
  487.1565  1.4901e-01 -1.0997e-03 -2.5438e-04  6.2245e-04  6.4689e-04
  487.1597  1.3628e-01  7.0451e-04  4.9787e-04  1.8960e-04  6.5861e-04
  487.1629  1.7682e-01  1.5534e-05 -6.1564e-04 -9.7018e-04  7.0354e-04
  487.1661  2.4893e-01  6.6825e-04  1.0007e-03 -2.0112e-04  7.8273e-04
  487.1693  3.2367e-01  3.1292e-04  1.7454e-03 -3.3402e-04  9.1226e-04
  487.1725  3.8436e-01  1.1448e-03 -1.5463e-03  6.6273e-04  9.8451e-04
  487.1758  4.4190e-01  4.8784e-04 -7.0873e-04  1.0750e-03  1.0102e-03
  487.1789  4.9280e-01  2.1285e-03 -4.8216e-04 -1.3525e-03  1.0898e-03
  487.1823  5.3788e-01  1.5134e-03 -1.2849e-03  8.9220e-04  1.1437e-03
  487.1854  5.7409e-01 -1.5291e-03  3.1275e-04  9.5076e-05  1.1482e-03
  487.1886  6.0035e-01 -1.5887e-03 -1.9213e-04  1.1353e-03  1.1774e-03
  487.1918  6.1817e-01 -9.2677e-04 -1.9470e-04  2.5477e-03  1.2211e-03
  487.1950  6.3179e-01 -4.1036e-04  5.2282e-04  4.4508e-05  1.2152e-03
  487.1982  6.4854e-01 -1.0542e-03  1.4612e-05 -9.1087e-05  1.2055e-03
  487.2014  6.6768e-01 -6.9967e-04  1.9666e-03 -3.8633e-04  1.2613e-03
  487.2047  6.7378e-01  6.9346e-04 -5.6881e-04 -2.7097e-04  1.2625e-03
  487.2078  6.6401e-01 -8.1189e-04 -3.5229e-04  1.6540e-04  1.2125e-03
  487.2110  6.2180e-01 -3.8320e-04 -2.3578e-04  2.6388e-04  1.2103e-03
  487.2142  5.3352e-01  1.2338e-03  2.0318e-03 -2.5604e-04  1.1383e-03
  487.2174  4.2750e-01  1.3394e-03  7.6571e-04  1.9800e-04  9.9687e-04
  487.2206  3.7233e-01  7.0320e-04 -9.4888e-04 -1.6971e-03  9.6109e-04
  487.2238  3.7678e-01 -2.0040e-03 -1.8654e-03  1.1826e-03  9.7281e-04
  487.2271  3.8658e-01 -4.0748e-04 -1.4708e-04 -2.5002e-04  9.5515e-04
  487.2302  3.4768e-01  3.6593e-05  8.4414e-04  3.1529e-04  9.1153e-04
  487.2334  2.7405e-01  4.8202e-04  2.3422e-05 -8.8651e-04  8.4279e-04
  487.2366  1.9438e-01  5.6885e-04 -1.4932e-03 -9.6698e-04  7.2834e-04
  487.2398  1.4743e-01  5.5902e-05  2.3628e-04 -6.6798e-04  6.3629e-04
  487.2430  1.6218e-01  7.9216e-04  7.0498e-04 -2.7101e-05  6.9052e-04
  487.2462  2.3106e-01  3.2836e-04 -1.9477e-04  1.0424e-03  7.6914e-04
  487.2495  3.2388e-01  7.3238e-04  1.8159e-04  4.9166e-04  8.6593e-04
  487.2526  4.1463e-01 -2.1776e-04 -8.7114e-04 -1.0140e-03  9.9904e-04
  487.2560  4.9308e-01  1.2227e-03 -1.6080e-04  6.8923e-04  1.0817e-03
  487.2591  5.6294e-01 -1.6182e-03  1.5850e-04  2.8409e-04  1.1148e-03
  487.2623  6.2082e-01 -5.1945e-04  1.3475e-03 -2.4945e-04  1.1930e-03
  487.2655  6.6909e-01 -1.0394e-03  6.0874e-04 -3.9356e-04  1.2463e-03
  487.2687  7.0621e-01  1.2114e-03  1.1418e-04 -2.1392e-03  1.2486e-03
  487.2719  7.2662e-01  7.3596e-04  2.2293e-04 -1.5374e-04  1.2665e-03
  487.2751  7.4506e-01 -1.4803e-03  4.7714e-04  1.6252e-03  1.3167e-03
  487.2784  7.7155e-01 -4.1386e-04  1.2307e-03  3.4591e-04  1.3128e-03
  487.2815  7.9858e-01  9.2330e-04  6.3946e-04 -5.9812e-04  1.3092e-03
  487.2847  8.1546e-01  8.5145e-04 -2.5197e-04 -1.0016e-03  1.3676e-03
  487.2879  8.2400e-01  4.6348e-04 -2.2857e-03 -6.8936e-04  1.3620e-03
  487.2911  8.1942e-01 -4.2120e-04  2.6200e-04  2.3642e-04  1.3204e-03
  487.2943  8.0851e-01  5.2012e-04  7.6190e-04  1.1151e-03  1.3535e-03
  487.2975  8.1319e-01  1.2517e-03 -3.9966e-04 -8.8695e-04  1.3627e-03
  487.3008  8.3206e-01 -5.9147e-04 -1.4776e-03  8.7171e-04  1.3300e-03
  487.3039  8.4764e-01 -4.2059e-04 -2.3036e-03 -1.9168e-03  1.3710e-03
  487.3071  8.5037e-01 -1.9002e-03  1.0575e-03  2.0239e-03  1.3871e-03
  487.3103  8.4088e-01  1.1521e-03  2.7572e-04 -8.9653e-04  1.3495e-03
  487.3135  8.0784e-01 -3.8517e-03 -3.4994e-04  2.6989e-04  1.3204e-03
  487.3167  7.7787e-01  7.7250e-04  1.1977e-03 -3.0831e-04  1.3359e-03
  487.3199  7.8769e-01 -1.0499e-04  3.7692e-04  8.0189e-04  1.3178e-03
  487.3232  8.2969e-01 -2.2845e-03  2.9612e-04  6.3331e-04  1.3228e-03
  487.3263  8.7232e-01 -8.5682e-04  3.2401e-04  2.1084e-04  1.3981e-03
  487.3295  8.8827e-01  2.4517e-04 -9.9173e-04  8.5868e-05  1.4072e-03
  487.3327  8.9429e-01  7.8974e-04  1.7093e-03  1.0995e-03  1.3635e-03
  487.3359  8.9484e-01  1.1100e-03 -8.2359e-05  2.1419e-03  1.4094e-03
  487.3391  8.8979e-01  1.2810e-03  6.3581e-04 -2.7887e-03  1.4110e-03
  487.3423  8.6700e-01  5.8340e-05  1.1481e-03  1.2221e-03  1.3469e-03
  487.3456  8.0639e-01  1.7100e-03  1.7184e-04 -1.9554e-03  1.3296e-03
  487.3487  7.3712e-01  3.0561e-03  1.4227e-03 -6.2659e-04  1.2920e-03
  487.3519  7.0012e-01  2.5755e-04  9.4242e-04  9.8042e-04  1.2292e-03
  487.3551  7.3076e-01  6.9946e-04 -2.7357e-04 -1.4039e-03  1.2564e-03
  487.3583  7.8022e-01 -4.4789e-04  2.1485e-05  1.7261e-03  1.3190e-03
  487.3615  7.7306e-01 -5.2034e-04  2.8659e-05  4.6050e-04  1.2981e-03
  487.3647  6.7742e-01 -1.2194e-03 -1.7640e-03 -7.3382e-04  1.1953e-03
  487.3680  5.4238e-01  7.3499e-04 -5.3030e-04  9.8421e-05  1.1165e-03
  487.3711  4.7084e-01  4.7705e-05 -1.7596e-03  3.5357e-04  1.0527e-03
  487.3743  5.4401e-01  1.4559e-03 -3.3604e-04  5.1670e-04  1.0695e-03
  487.3775  6.9464e-01  1.4311e-03 -2.1305e-03 -1.1665e-03  1.2368e-03
  487.3807  8.2254e-01  1.3881e-03 -1.0903e-04 -1.0555e-03  1.3427e-03
  487.3839  8.8859e-01  4.9995e-05 -1.6523e-03 -1.2857e-03  1.3521e-03
  487.3871  9.0859e-01 -9.5149e-04 -9.6085e-04 -1.9187e-03  1.3972e-03
  487.3904  9.1567e-01  6.5817e-05 -9.2486e-04 -2.8616e-04  1.4150e-03
  487.3935  8.9289e-01 -6.6082e-04 -2.4009e-04  2.5666e-04  1.3666e-03
  487.3967  8.3152e-01  1.5155e-03 -1.0242e-03  1.7165e-04  1.3234e-03
  487.3999  7.5798e-01 -1.5786e-03  4.8324e-04  6.1002e-04  1.2992e-03
  487.4031  7.4682e-01  1.2151e-03 -1.1134e-03 -8.1931e-04  1.2710e-03
  487.4063  8.0938e-01  1.2937e-04  2.2812e-04  1.7538e-03  1.2908e-03
  487.4095  8.8081e-01  5.4131e-04 -1.1434e-03 -1.3613e-03  1.3848e-03
  487.4128  9.2201e-01  3.5228e-03 -5.2354e-04  5.0356e-04  1.4101e-03
  487.4159  9.2246e-01  7.7982e-04 -2.3766e-03 -1.3858e-04  1.3697e-03
  487.4191  9.0355e-01  2.5710e-03 -5.1494e-04 -8.1806e-04  1.3941e-03
  487.4222  8.4668e-01 -1.2963e-03  1.3320e-03 -3.9708e-04  1.3596e-03
  487.4254  7.7927e-01 -1.3074e-03  8.4286e-04  5.7381e-04  1.2686e-03
  487.4286  7.6267e-01  1.3218e-03  5.7989e-04 -4.5553e-05  1.2831e-03
  487.4318  8.1733e-01  2.5335e-04  7.2266e-04 -1.3523e-03  1.3341e-03
  487.4350  8.8105e-01  1.3969e-03 -1.9933e-03 -1.8915e-04  1.3484e-03
  487.4382  9.1779e-01 -2.2872e-04 -5.4845e-05 -1.0070e-03  1.3762e-03
  487.4414  9.3051e-01 -7.0910e-04  8.3464e-05 -1.2711e-03  1.4228e-03
  487.4446  9.3391e-01  1.6360e-03  7.6022e-04 -5.5055e-04  1.4027e-03
  487.4478  9.3930e-01  1.4184e-03 -5.9164e-04  4.3095e-04  1.3758e-03
  487.4510  9.2999e-01  2.3185e-03  1.3773e-03 -1.6494e-03  1.4142e-03
  487.4543  8.7871e-01 -2.8473e-03  1.0509e-03  2.4531e-04  1.3660e-03
  487.4574  7.7716e-01  2.2071e-04  1.9043e-04  3.7984e-04  1.2548e-03
  487.4606  6.7256e-01  2.1973e-04  1.2980e-03 -1.4049e-03  1.2133e-03
  487.4638  6.7157e-01  2.0024e-03  9.5416e-04  2.0678e-03  1.2170e-03
  487.4670  7.6686e-01  9.1659e-04 -2.3184e-03  8.9717e-04  1.2430e-03
  487.4702  8.6224e-01 -1.1366e-03 -1.9981e-03 -1.0268e-03  1.3430e-03
  487.4733  9.0492e-01  2.3113e-03 -2.1286e-04  6.4905e-04  1.3894e-03
  487.4767  9.1814e-01 -1.3548e-03  7.0301e-04 -1.1891e-03  1.3683e-03
  487.4797  9.2698e-01  2.1288e-03  9.1242e-04  4.3391e-04  1.3711e-03
  487.4829  9.2502e-01  2.1176e-03 -7.6740e-04 -5.9863e-04  1.4068e-03
  487.4861  9.1390e-01 -1.2137e-03  1.8163e-03  1.4686e-03  1.3780e-03
  487.4893  8.8785e-01 -2.1779e-03 -7.0746e-04 -1.2951e-03  1.3314e-03
  487.4926  8.7763e-01  9.0467e-04  2.8436e-03 -2.3094e-03  1.3706e-03
  487.4957  8.7710e-01 -2.0572e-05 -8.5250e-05 -1.4650e-03  1.3619e-03
  487.4989  8.4272e-01  8.3971e-04 -6.7113e-04  3.2486e-04  1.2927e-03
  487.5021  7.7341e-01  4.9138e-04  3.8229e-04 -2.4039e-03  1.2813e-03
  487.5053  7.1755e-01  2.2746e-04 -9.8379e-04 -1.0857e-03  1.2489e-03
  487.5085  7.3470e-01  1.4304e-03  1.8318e-04 -4.4280e-04  1.2117e-03
  487.5117  7.9984e-01  1.3262e-03 -1.4991e-03  7.2960e-04  1.2916e-03
  487.5150  8.5021e-01 -3.2884e-04  1.2099e-03 -2.4055e-04  1.3407e-03
  487.5181  8.7730e-01 -4.2599e-04 -1.0007e-04 -8.8283e-04  1.3286e-03
  487.5212  8.4654e-01 -1.1481e-04 -8.5236e-04 -1.9380e-04  1.3070e-03
  487.5244  7.6061e-01 -1.1749e-03  1.2497e-03  6.1530e-04  1.2741e-03
  487.5276  6.6202e-01 -9.4929e-04  5.2361e-04 -1.1094e-03  1.1842e-03
  487.5309  6.5644e-01 -1.7524e-03 -5.0250e-04  4.7168e-04  1.1500e-03
  487.5340  7.4455e-01 -2.0345e-03 -1.0402e-03 -1.7048e-03  1.2559e-03
  487.5372  8.4071e-01  1.1681e-03  5.9249e-04  1.4636e-03  1.3183e-03
  487.5404  8.8545e-01 -5.4824e-04  1.7319e-03 -1.1216e-03  1.3123e-03
  487.5436  8.9137e-01  1.6124e-03  3.5068e-04 -1.1154e-03  1.3636e-03
  487.5468  8.9487e-01 -7.2366e-04 -2.0543e-04 -1.3235e-03  1.3717e-03
  487.5499  8.9096e-01  1.6060e-03  1.4589e-03 -1.1940e-03  1.3206e-03
  487.5533  8.8408e-01  5.4527e-04 -1.1675e-03  6.5573e-04  1.3471e-03
  487.5563  8.8683e-01  1.5218e-03 -1.2711e-03  4.0435e-05  1.3597e-03
  487.5595  8.8216e-01 -1.7689e-03 -1.3374e-03 -1.3715e-03  1.3225e-03
  487.5627  8.5106e-01 -1.2478e-03 -6.3797e-04 -1.8697e-04  1.3043e-03
  487.5659  7.5906e-01  2.3880e-03  2.2201e-03  5.5591e-04  1.2534e-03
  487.5692  5.7902e-01  5.2897e-04 -1.1659e-03  4.6926e-04  1.1014e-03
  487.5723  3.8862e-01  8.9855e-04 -2.0530e-04 -1.6305e-03  8.9553e-04
  487.5755  3.0717e-01  1.2774e-04  4.1537e-04  5.4211e-04  8.5603e-04
  487.5787  3.9925e-01 -9.7458e-04  3.9265e-06  1.7899e-03  9.2307e-04
  487.5818  6.0778e-01  7.6104e-04 -6.0929e-04 -8.7363e-04  1.0854e-03
  487.5851  7.8908e-01 -1.6391e-03 -1.0523e-03  1.9533e-03  1.2682e-03
  487.5882  8.8081e-01 -2.2490e-03 -8.0638e-04  1.0760e-03  1.3447e-03
  487.5914  9.0977e-01  1.4538e-03 -7.4432e-04 -2.6012e-04  1.3264e-03
  487.5946  8.9899e-01  2.2150e-03 -6.4148e-04  2.0476e-03  1.3460e-03
  487.5978  8.7651e-01  1.5623e-04  5.7308e-05  1.0630e-03  1.3452e-03
  487.6010  8.4442e-01 -1.3482e-03 -6.4700e-04 -3.7639e-04  1.2900e-03
  487.6041  7.8524e-01  9.3410e-05 -1.9732e-03 -2.3403e-03  1.2465e-03
  487.6075  6.8029e-01 -1.3913e-04  1.9179e-05 -8.0690e-04  1.1906e-03
  487.6105  5.2166e-01 -1.6102e-03 -1.7407e-03  3.2881e-03  1.0493e-03
  487.6137  4.1550e-01 -2.4432e-04 -2.0933e-04  1.0459e-03  9.2118e-04
  487.6169  4.5493e-01 -1.1334e-03  1.1313e-03 -1.2357e-04  9.9931e-04
  487.6201  6.0802e-01  5.9908e-04 -7.1500e-04 -1.1690e-03  1.1064e-03
  487.6234  7.6452e-01  1.2727e-03 -2.6241e-04 -2.2978e-04  1.2083e-03
  487.6265  8.4731e-01  4.8879e-04 -5.2276e-04 -1.4911e-03  1.3080e-03
  487.6297  8.7886e-01 -7.7125e-04 -2.6245e-05 -2.7000e-03  1.3399e-03
  487.6328  8.7922e-01 -2.8514e-03 -2.1714e-03 -3.0458e-04  1.2972e-03
  487.6360  8.7172e-01 -3.1293e-03 -7.5965e-04  6.5720e-04  1.3197e-03
  487.6393  8.6556e-01  4.6562e-04 -1.1280e-03  2.6886e-04  1.3277e-03
  487.6424  8.5457e-01 -1.1327e-03 -4.5843e-07  7.1114e-04  1.2898e-03
  487.6456  8.5307e-01 -1.9807e-03  3.5172e-04  1.0828e-03  1.2877e-03
  487.6488  8.7183e-01 -1.0303e-03 -8.8376e-05  2.5970e-04  1.3337e-03
  487.6519  8.9465e-01 -1.3254e-03 -1.1963e-03 -5.9225e-04  1.3265e-03
  487.6552  8.8686e-01 -7.9754e-04 -8.6239e-04 -5.1892e-04  1.2982e-03
  487.6583  8.5841e-01 -1.2233e-04 -1.3323e-04 -1.0758e-03  1.3177e-03
  487.6615  7.9326e-01 -2.3535e-03 -6.1479e-04  4.0666e-04  1.2722e-03
  487.6647  7.2285e-01  8.5823e-04 -1.1489e-03 -1.3926e-03  1.1736e-03
  487.6679  7.0117e-01  1.8220e-03 -3.6128e-04 -8.7198e-04  1.1990e-03
  487.6711  7.4056e-01 -8.8073e-04  9.6226e-04 -1.7699e-03  1.2274e-03
  487.6742  7.8434e-01  4.3005e-04  8.8608e-04 -8.9247e-04  1.2180e-03
  487.6774  8.2963e-01  2.2939e-03 -1.2594e-03  2.2711e-03  1.2812e-03
  487.6806  8.7108e-01 -2.1123e-03  9.4492e-04 -3.0254e-04  1.3210e-03
  487.6838  9.0241e-01 -9.3816e-05  7.7818e-04  6.8882e-04  1.3112e-03
  487.6870  9.1289e-01  1.9782e-03 -5.9874e-04 -3.6511e-03  1.3243e-03
  487.6901  9.1454e-01 -7.9925e-04 -1.4041e-03 -1.9799e-03  1.3556e-03
  487.6935  9.1224e-01 -1.2157e-04  3.6483e-05  1.1780e-03  1.3335e-03
  487.6965  9.1577e-01 -1.3896e-03  9.6147e-04  5.6767e-06  1.3115e-03
  487.6997  9.2090e-01  1.3744e-03  1.5148e-03 -3.4319e-04  1.3537e-03
  487.7029  9.2143e-01  8.1744e-04 -8.8869e-04 -1.4677e-04  1.3501e-03
  487.7061  9.2847e-01  5.1101e-04 -1.0924e-03  6.2095e-04  1.3111e-03
  487.7094  9.2586e-01  8.3030e-04  7.5917e-04  1.3211e-03  1.3528e-03
  487.7125  9.3508e-01 -5.0462e-04 -9.6393e-04 -2.7031e-03  1.3649e-03
  487.7156  9.4284e-01 -4.6476e-04  1.6480e-04 -2.2064e-03  1.3232e-03
  487.7188  9.5103e-01  3.3985e-03  2.1060e-03  1.6481e-03  1.3597e-03
  487.7220  9.5027e-01  4.5647e-04  7.1523e-04  2.5884e-05  1.3723e-03
  487.7253  9.5009e-01 -1.0431e-03 -1.6729e-03 -5.8421e-04  1.3361e-03
  487.7284  9.4426e-01  2.3852e-03 -4.8687e-05  1.8391e-03  1.3382e-03
  487.7315  9.3433e-01 -1.5925e-03  2.0091e-03  4.8632e-04  1.3588e-03
  487.7347  9.2439e-01  7.7733e-04 -1.8310e-03  6.6021e-04  1.3349e-03
  487.7379  9.1558e-01 -4.7358e-04 -1.4868e-03 -1.1208e-04  1.3011e-03
  487.7411  9.0968e-01  3.1486e-04 -1.5336e-04  2.4692e-03  1.3422e-03
  487.7443  9.1237e-01 -1.5801e-03 -2.9907e-03 -3.0255e-03  1.3367e-03
  487.7474  9.1635e-01 -1.7876e-03 -1.1780e-03  3.5467e-04  1.2989e-03
  487.7506  9.2662e-01  3.3524e-04  2.6125e-03 -1.2144e-03  1.3419e-03
  487.7538  9.3081e-01 -1.0535e-03 -1.3176e-03  2.3013e-04  1.3501e-03
  487.7570  9.3528e-01 -1.1463e-03  1.5065e-03 -1.7915e-04  1.3107e-03
  487.7603  9.3284e-01  1.0085e-04  4.3793e-04 -9.4270e-04  1.3366e-03
  487.7634  9.3367e-01 -6.8362e-04 -6.5784e-04  2.6283e-03  1.3529e-03
  487.7666  9.3473e-01 -2.9159e-04 -8.5890e-04  1.8819e-03  1.3210e-03
  487.7697  9.2846e-01  3.2225e-04  1.2701e-03  1.0424e-03  1.3159e-03
  487.7729  9.1805e-01 -2.4847e-03  4.3619e-04  1.3002e-03  1.3438e-03
  487.7762  8.9372e-01 -2.6631e-03 -1.3509e-03  5.6574e-04  1.3077e-03
  487.7793  8.3622e-01  1.1644e-03  1.7543e-03  1.9369e-04  1.2381e-03
  487.7824  7.3582e-01  1.5975e-03  6.3444e-04  1.5417e-04  1.2048e-03
  487.7856  6.4266e-01 -5.9920e-04  4.0498e-04 -1.2713e-03  1.1335e-03
  487.7888  6.4372e-01 -3.5340e-05 -8.8635e-04 -1.1733e-03  1.0919e-03
  487.7921  7.2585e-01  1.1197e-03 -4.0182e-04 -1.3381e-03  1.1901e-03
  487.7952  8.0847e-01  1.6706e-03 -2.1917e-03  3.9529e-04  1.2522e-03
  487.7983  8.3951e-01  1.0736e-03 -8.5300e-04 -1.6823e-03  1.2375e-03
  487.8015  8.2419e-01  8.0468e-04  2.0687e-04 -1.2866e-03  1.2538e-03
  487.8047  7.9449e-01 -2.2818e-03 -5.3754e-04  7.4066e-04  1.2472e-03
  487.8080  7.7515e-01 -1.7371e-04 -1.0386e-03 -1.1236e-03  1.2025e-03
  487.8111  7.6870e-01 -1.9477e-03  6.7118e-05 -1.2563e-03  1.1975e-03
  487.8142  7.6155e-01  2.0517e-03 -2.5079e-03 -9.3119e-04  1.2230e-03
  487.8174  7.4508e-01  9.5409e-04 -6.3904e-04 -7.0849e-04  1.1893e-03
  487.8206  7.1759e-01 -1.6610e-04  8.5506e-04 -1.0322e-03  1.1462e-03
  487.8239  6.6724e-01  1.3881e-04 -1.0826e-03 -1.0206e-03  1.1439e-03
  487.8269  5.9739e-01 -1.7908e-03  4.4152e-04 -2.9585e-04  1.0849e-03
  487.8301  4.9128e-01 -2.9115e-04  2.8821e-03 -3.5481e-04  9.5661e-04
  487.8333  3.6345e-01  5.6090e-04  3.9853e-04 -5.4250e-04  8.5903e-04
  487.8365  2.4270e-01  6.9850e-04  1.4759e-03  3.2618e-04  7.3801e-04
  487.8398  1.7226e-01  1.4267e-03 -7.2621e-04  3.4432e-04  6.1443e-04
  487.8428  1.4613e-01 -2.9005e-04 -1.6778e-04  2.4977e-04  5.9322e-04
  487.8460  1.4480e-01  4.1697e-04  6.4514e-04  6.8712e-04  5.9794e-04
  487.8492  1.6844e-01 -2.9173e-04 -3.4198e-04  7.7726e-04  6.0771e-04
  487.8523  2.4211e-01  2.0356e-04  4.0825e-04  5.2181e-04  7.1146e-04
  487.8555  3.4863e-01 -5.3275e-04  1.3465e-03 -9.3956e-04  8.4289e-04
  487.8587  4.6098e-01 -1.8081e-03 -6.1164e-04  6.6389e-04  9.3875e-04
  487.8619  5.6080e-01 -6.2642e-04 -6.5091e-04 -7.8456e-04  1.0145e-03
  487.8651  6.4533e-01 -1.4291e-03 -9.3194e-05 -3.7864e-04  1.1170e-03
  487.8682  7.0431e-01  6.6015e-04 -2.1935e-04  4.3695e-04  1.1586e-03
  487.8714  7.5620e-01  3.5271e-04 -1.4546e-04  2.5897e-03  1.1634e-03
  487.8746  7.8906e-01  6.4099e-04 -8.4752e-04  4.2757e-04  1.2235e-03
  487.8778  8.1797e-01 -7.4284e-05  2.1867e-03 -6.7384e-05  1.2473e-03
  487.8810  8.4275e-01 -5.6516e-04  1.7260e-03 -2.9859e-03  1.2244e-03
  487.8841  8.5905e-01 -4.6410e-04 -9.2096e-04 -1.3995e-03  1.2637e-03
  487.8873  8.7100e-01  2.0351e-04  1.2557e-03  1.1694e-03  1.2866e-03
  487.8905  8.7359e-01 -1.3457e-04 -1.5856e-04 -9.7380e-04  1.2542e-03
  487.8936  8.7006e-01 -1.2655e-03  8.9149e-04  6.7904e-04  1.2560e-03
  487.8969  8.5708e-01  8.1267e-04 -7.7989e-05  1.3637e-03  1.2778e-03
  487.9000  8.6300e-01 -1.7588e-03  1.1755e-03  4.1208e-04  1.2609e-03
  487.9032  8.7507e-01  1.4982e-03 -4.8680e-04  5.7899e-04  1.2425e-03
  487.9063  8.9595e-01  4.3948e-05  2.7478e-04  6.2390e-04  1.3007e-03
  487.9095  9.1040e-01 -2.0819e-03 -3.0396e-03 -1.1964e-03  1.3012e-03
  487.9128  9.1672e-01 -1.5399e-03 -2.9265e-03  1.0248e-03  1.2685e-03
  487.9159  9.1719e-01  1.1658e-03  3.0942e-05 -6.2466e-04  1.3053e-03
  487.9190  9.2788e-01  1.1740e-04 -7.8963e-04  1.6253e-03  1.3203e-03
  487.9222  9.3552e-01  3.5545e-04 -2.3105e-04 -1.8827e-03  1.2808e-03
  487.9254  9.4102e-01 -1.1538e-03  2.6982e-04 -7.6127e-04  1.3118e-03
  487.9285  9.3603e-01 -1.8127e-03  3.6357e-04 -1.6260e-03  1.3214e-03
