381.53 384.08
391.62 394.91
395.50 398.50
422.11 423.21
424.85 425.60
426.93 427.68
429.91 431.20
433.00 435.50
437.53 439.12
440.09 440.87
441.37 441.76
485.41 487.63
488.62 489.49
491.74 492.50
499.96 500.86
516.18 518.92
531.39 533.44
558.16 560.36
561.44 562.85
588.00 590.50
654.80 658.30
678.13 678.67
686.50 692.00
759.00 770.00
849.00 851.00
853.00 855.00
864.00 868.50
928.00 939.01
951.36 953.67
956.39 956.50
